filename,text
image_001.png,انٹرا پارٹی انتحابات کسی صورت ملتوی نہیں ہونا چاہئیں۔
image_002.png,انٹرا پارٹی انتحابات کسی صورت ملتوی نہیں ہونا چاہئیں۔
image_003.png,انٹرا پارٹی انتحابات کسی صورت ملتوی نہیں ہونا چاہئیں۔
image_004.png,انٹرا پارٹی انتحابات کسی صورت ملتوی نہیں ہونا چاہئیں۔
image_005.png,انٹرا پارٹی انتحابات کسی صورت ملتوی نہیں ہونا چاہئیں۔
image_006.png,انجینئر افتخار چودھری	 کراچی کے علاقے لانڈھی میں رینجرز کی کارروائی، 2 بھتہ خور گرفتار
image_007.png,انجینئر افتخار چودھری	 کراچی کے علاقے لانڈھی میں رینجرز کی کارروائی، 2 بھتہ خور گرفتار
image_008.png,انجینئر افتخار چودھری	 کراچی کے علاقے لانڈھی میں رینجرز کی کارروائی، 2 بھتہ خور گرفتار
image_009.png,انجینئر افتخار چودھری	 کراچی کے علاقے لانڈھی میں رینجرز کی کارروائی، 2 بھتہ خور گرفتار
image_010.png,موجودہ حکومت کے غریب عوام کے لیے اقدامات۔
image_011.png,موجودہ حکومت کے غریب عوام کے لیے اقدامات۔
image_012.png,موجودہ حکومت کے غریب عوام کے لیے اقدامات۔
image_013.png,موجودہ حکومت کے غریب عوام کے لیے اقدامات۔
image_014.png,موجودہ حکومت کے غریب عوام کے لیے اقدامات۔
image_015.png,ان تمام پروجیکٹس پر اربوں روپیہ خرچ کیا گیا لیکن اس سے کچھ حاصل نہ ہوسکا۔
image_016.png,ان تمام پروجیکٹس پر اربوں روپیہ خرچ کیا گیا لیکن اس سے کچھ حاصل نہ ہوسکا۔
image_017.png,ان تمام پروجیکٹس پر اربوں روپیہ خرچ کیا گیا لیکن اس سے کچھ حاصل نہ ہوسکا۔
image_018.png,ان تمام پروجیکٹس پر اربوں روپیہ خرچ کیا گیا لیکن اس سے کچھ حاصل نہ ہوسکا۔
image_019.png,ان تمام پروجیکٹس پر اربوں روپیہ خرچ کیا گیا لیکن اس سے کچھ حاصل نہ ہوسکا۔
image_020.png,ان کی بجائے اگر گورنمنٹ ہر ضلع میں سرکاری اراضی پر 4 ۔
image_021.png,ان کی بجائے اگر گورنمنٹ ہر ضلع میں سرکاری اراضی پر 4 ۔
image_022.png,ان کی بجائے اگر گورنمنٹ ہر ضلع میں سرکاری اراضی پر 4 ۔
image_023.png,ان کی بجائے اگر گورنمنٹ ہر ضلع میں سرکاری اراضی پر 4 ۔
image_024.png,ان کی بجائے اگر گورنمنٹ ہر ضلع میں سرکاری اراضی پر 4 ۔
image_025.png,گورنمنٹ کو قوم کا ایک ایک روپیہ بچانا چاہیے۔
image_026.png,گورنمنٹ کو قوم کا ایک ایک روپیہ بچانا چاہیے۔
image_027.png,گورنمنٹ کو قوم کا ایک ایک روپیہ بچانا چاہیے۔
image_028.png,گورنمنٹ کو قوم کا ایک ایک روپیہ بچانا چاہیے۔
image_029.png,گورنمنٹ کو قوم کا ایک ایک روپیہ بچانا چاہیے۔
image_030.png,زیادہ تر لوگ کاروباری حالات کی تنگی کا ذکر بھی اسی وجہ سے کر رہے ہیں۔
image_031.png,زیادہ تر لوگ کاروباری حالات کی تنگی کا ذکر بھی اسی وجہ سے کر رہے ہیں۔
image_032.png,زیادہ تر لوگ کاروباری حالات کی تنگی کا ذکر بھی اسی وجہ سے کر رہے ہیں۔
image_033.png,اس سرمائے کو کیسے جائز کیا جائے؟
image_034.png,اس سرمائے کو کیسے جائز کیا جائے؟
image_035.png,اس سرمائے کو کیسے جائز کیا جائے؟
image_036.png,اس سرمائے کو کیسے جائز کیا جائے؟
image_037.png,اس سرمائے کو کیسے جائز کیا جائے؟
image_038.png,لوگوں کو رقوم باہر نکال کر ڈاکومنٹڈ بزنس میں انویسٹ کرنے پر آمادہ کیا جانا چاہیے۔
image_039.png,لوگوں کو رقوم باہر نکال کر ڈاکومنٹڈ بزنس میں انویسٹ کرنے پر آمادہ کیا جانا چاہیے۔
image_040.png,لوگوں کو رقوم باہر نکال کر ڈاکومنٹڈ بزنس میں انویسٹ کرنے پر آمادہ کیا جانا چاہیے۔
image_041.png,لوگوں کو رقوم باہر نکال کر ڈاکومنٹڈ بزنس میں انویسٹ کرنے پر آمادہ کیا جانا چاہیے۔
image_042.png,لوگوں کو رقوم باہر نکال کر ڈاکومنٹڈ بزنس میں انویسٹ کرنے پر آمادہ کیا جانا چاہیے۔
image_043.png,اس اہم ایشو پر حکومت کی طرف سے کوئی حکمت عملی نظر نہیں آرہی ہے۔
image_044.png,اس اہم ایشو پر حکومت کی طرف سے کوئی حکمت عملی نظر نہیں آرہی ہے۔
image_045.png,اس اہم ایشو پر حکومت کی طرف سے کوئی حکمت عملی نظر نہیں آرہی ہے۔
image_046.png,اس اہم ایشو پر حکومت کی طرف سے کوئی حکمت عملی نظر نہیں آرہی ہے۔
image_047.png,اس اہم ایشو پر حکومت کی طرف سے کوئی حکمت عملی نظر نہیں آرہی ہے۔
image_048.png,"’’ناداں یہ سمجھتا ہے کہ اسلام ہے آزاد‘‘ | مولانا زاہد الراشدی
سرورق » پاکستان ۔"
image_049.png,"’’ناداں یہ سمجھتا ہے کہ اسلام ہے آزاد‘‘ | مولانا زاہد الراشدی
سرورق » پاکستان ۔"
image_050.png,"’’ناداں یہ سمجھتا ہے کہ اسلام ہے آزاد‘‘ | مولانا زاہد الراشدی
سرورق » پاکستان ۔"
image_051.png,"’’ناداں یہ سمجھتا ہے کہ اسلام ہے آزاد‘‘ | مولانا زاہد الراشدی
سرورق » پاکستان ۔"
image_052.png,"’’ناداں یہ سمجھتا ہے کہ اسلام ہے آزاد‘‘ | مولانا زاہد الراشدی
سرورق » پاکستان ۔"
image_053.png,بلکہ خود حکومت کے وجود کا بھی کیا جواز باقی رہتا ہے؟
image_054.png,بلکہ خود حکومت کے وجود کا بھی کیا جواز باقی رہتا ہے؟
image_055.png,بلکہ خود حکومت کے وجود کا بھی کیا جواز باقی رہتا ہے؟
image_056.png,بلکہ خود حکومت کے وجود کا بھی کیا جواز باقی رہتا ہے؟
image_057.png,بلکہ خود حکومت کے وجود کا بھی کیا جواز باقی رہتا ہے؟
image_058.png,اور حکومت سپریم کورٹ کے فیصلے کے باوجود اسے ختم کرنے کے لیے تیار نہیں ہے۔
image_059.png,اور حکومت سپریم کورٹ کے فیصلے کے باوجود اسے ختم کرنے کے لیے تیار نہیں ہے۔
image_060.png,اور حکومت سپریم کورٹ کے فیصلے کے باوجود اسے ختم کرنے کے لیے تیار نہیں ہے۔
image_061.png,اور حکومت سپریم کورٹ کے فیصلے کے باوجود اسے ختم کرنے کے لیے تیار نہیں ہے۔
image_062.png,اور حکومت سپریم کورٹ کے فیصلے کے باوجود اسے ختم کرنے کے لیے تیار نہیں ہے۔
image_063.png,بعض صحابہؓ نے سفارش کرنا چاہی کہ معزز خاندان کی عورت ہے، ہاتھ کاٹنے سے خاندان کی بدنامی ہوگی۔
image_064.png,بعض صحابہؓ نے سفارش کرنا چاہی کہ معزز خاندان کی عورت ہے، ہاتھ کاٹنے سے خاندان کی بدنامی ہوگی۔
image_065.png,بعض صحابہؓ نے سفارش کرنا چاہی کہ معزز خاندان کی عورت ہے، ہاتھ کاٹنے سے خاندان کی بدنامی ہوگی۔
image_066.png,بعض صحابہؓ نے سفارش کرنا چاہی کہ معزز خاندان کی عورت ہے، ہاتھ کاٹنے سے خاندان کی بدنامی ہوگی۔
image_067.png,بعض صحابہؓ نے سفارش کرنا چاہی کہ معزز خاندان کی عورت ہے، ہاتھ کاٹنے سے خاندان کی بدنامی ہوگی۔
image_068.png,مگر ہمارے ہاں قانون کی عملداری کا اطلاق سب لوگوں کے لیے یکساں نہیں ہے جو کہ ہر شخص کو نظر آرہا ہے۔
image_069.png,مگر ہمارے ہاں قانون کی عملداری کا اطلاق سب لوگوں کے لیے یکساں نہیں ہے جو کہ ہر شخص کو نظر آرہا ہے۔
image_070.png,مگر ہمارے ہاں قانون کی عملداری کا اطلاق سب لوگوں کے لیے یکساں نہیں ہے جو کہ ہر شخص کو نظر آرہا ہے۔
image_071.png,مگر ہمارے ہاں قانون کی عملداری کا اطلاق سب لوگوں کے لیے یکساں نہیں ہے جو کہ ہر شخص کو نظر آرہا ہے۔
image_072.png,مگر ہمارے ہاں قانون کی عملداری کا اطلاق سب لوگوں کے لیے یکساں نہیں ہے جو کہ ہر شخص کو نظر آرہا ہے۔
image_073.png,ان احکامات کی خلاف ورزی پر حضرت عمرؓ اپنے افسروں کو سزا دیا کرتے تھے۔
image_074.png,ان احکامات کی خلاف ورزی پر حضرت عمرؓ اپنے افسروں کو سزا دیا کرتے تھے۔
image_075.png,ان احکامات کی خلاف ورزی پر حضرت عمرؓ اپنے افسروں کو سزا دیا کرتے تھے۔
image_076.png,ان احکامات کی خلاف ورزی پر حضرت عمرؓ اپنے افسروں کو سزا دیا کرتے تھے۔
image_077.png,ان احکامات کی خلاف ورزی پر حضرت عمرؓ اپنے افسروں کو سزا دیا کرتے تھے۔
image_078.png,اور اس طرح اسلام کا یہ اصول بھی ہمارے ہاں نافذ نہیں ہے۔
image_079.png,اور اس طرح اسلام کا یہ اصول بھی ہمارے ہاں نافذ نہیں ہے۔
image_080.png,اور اس طرح اسلام کا یہ اصول بھی ہمارے ہاں نافذ نہیں ہے۔
image_081.png,اور اس طرح اسلام کا یہ اصول بھی ہمارے ہاں نافذ نہیں ہے۔
image_082.png,پاکستان کا اسلامی تشخص اور غیر مسلم اقلیتیں
image_083.png,پاکستان کا اسلامی تشخص اور غیر مسلم اقلیتیں
image_084.png,پاکستان کا اسلامی تشخص اور غیر مسلم اقلیتیں
image_085.png,پاکستان کا اسلامی تشخص اور غیر مسلم اقلیتیں
image_086.png,نواحی علاقوں کا شہر سے زمینی راستہ منقطع ہوگیا۔
image_087.png,نواحی علاقوں کا شہر سے زمینی راستہ منقطع ہوگیا۔
image_088.png,نواحی علاقوں کا شہر سے زمینی راستہ منقطع ہوگیا۔
image_089.png,نواحی علاقوں کا شہر سے زمینی راستہ منقطع ہوگیا۔
image_090.png,نواحی علاقوں کا شہر سے زمینی راستہ منقطع ہوگیا۔
image_091.png,مزید دکھیں ظفر اقبال رحیم کی بنائی گئی یہ ویڈیو۔
image_092.png,مزید دکھیں ظفر اقبال رحیم کی بنائی گئی یہ ویڈیو۔
image_093.png,مزید دکھیں ظفر اقبال رحیم کی بنائی گئی یہ ویڈیو۔
image_094.png,مزید دکھیں ظفر اقبال رحیم کی بنائی گئی یہ ویڈیو۔
image_095.png,مزید دکھیں ظفر اقبال رحیم کی بنائی گئی یہ ویڈیو۔
image_096.png,کئی گھنٹوں سے جاری ریسکیو آپریشن مکمل کرلیا گیا ہے۔
image_097.png,کئی گھنٹوں سے جاری ریسکیو آپریشن مکمل کرلیا گیا ہے۔
image_098.png,کئی گھنٹوں سے جاری ریسکیو آپریشن مکمل کرلیا گیا ہے۔
image_099.png,حادثے کے دوران 96 سیاح کیبل گاڑی میں پھنس گئے تھے۔
image_100.png,حادثے کے دوران 96 سیاح کیبل گاڑی میں پھنس گئے تھے۔
image_101.png,حادثے کے دوران 96 سیاح کیبل گاڑی میں پھنس گئے تھے۔
image_102.png,حادثے کے دوران 96 سیاح کیبل گاڑی میں پھنس گئے تھے۔
image_103.png,حادثے کے دوران 96 سیاح کیبل گاڑی میں پھنس گئے تھے۔
image_104.png,ابر رحمت برسنے سے گرمی اور حبس کا زور بھی ٹوٹ گیا۔
image_105.png,ابر رحمت برسنے سے گرمی اور حبس کا زور بھی ٹوٹ گیا۔
image_106.png,ابر رحمت برسنے سے گرمی اور حبس کا زور بھی ٹوٹ گیا۔
image_107.png,ابر رحمت برسنے سے گرمی اور حبس کا زور بھی ٹوٹ گیا۔
image_108.png,مری کے جنگلات میں لگنے والی آگ نے بڑے حصے کو لپیٹ میں لے لیا ہے۔
image_109.png,مری کے جنگلات میں لگنے والی آگ نے بڑے حصے کو لپیٹ میں لے لیا ہے۔
image_110.png,مری کے جنگلات میں لگنے والی آگ نے بڑے حصے کو لپیٹ میں لے لیا ہے۔
image_111.png,تعلیم حاصل کرنا ہر مرد اور عورت پر فرض ہے۔
image_112.png,سچائی میں برکت ہے اور جھوٹ کا انجام برا ہوتا ہے۔
image_113.png,ہمیں اپنے ماحول کو صاف ستھرا رکھنا چاہیے۔
image_114.png,محنت کامیابی کی کنجی ہے اور مسلسل جدوجہد ضروری ہے۔
image_115.png,پاکستان ایک خوبصورت اور وسیع ملک ہے۔
image_116.png,کتابیں انسان کی بہترین دوست ہوتی ہیں۔
image_117.png,وقت کی پابندی کامیابی کے لیے بہت ضروری ہے۔
image_118.png,درخت لگانا صدقہ جاریہ ہے اور ماحول دوست ہے۔
image_119.png,والدین کا احترام کرنا ہر بچے پر لازم ہے۔
image_120.png,صحت مند جسم میں ہی صحت مند دماغ ہوتا ہے۔
image_121.png,علم ایک ایسی دولت ہے جو بانٹنے سے بڑھتی ہے۔
image_122.png,ہمیں ہمیشہ دوسروں کی مدد کے لیے تیار رہنا چاہیے۔
image_123.png,استاد کا مقام معاشرے میں بہت بلند ہے۔
image_124.png,کھیل کود سے انسان جسمانی اور ذہنی طور پر فعال رہتا ہے۔
image_125.png,صبر اور برداشت سے ہر مشکل آسان ہو جاتی ہے۔
image_126.png, صفائی نصف ایمان ہے اور صحت کی ضامن ہے۔
image_127.png,قانون کی پاسداری کرنا ہر شہری کی ذمہ داری ہے۔
image_128.png,مشکل وقت میں حوصلہ اور ہمت سے کام لینا چاہیے۔
image_129.png,ہر کام کو وقت پر مکمل کرنا ایک اچھی عادت ہے۔
image_130.png,دوستی ایک انمول اور خوبصورت رشتہ ہے۔
image_131.png,ہمیں اپنے وطن کی ترقی کے لیے کام کرنا چاہیے۔
image_132.png,مسکرانا بھی ایک خوبصورت نیکی ہے۔
image_133.png,انسانیت کی خدمت سب سے بڑا مذہب ہے۔
image_134.png,کامیابی صرف مسلسل محنت سے ہی حاصل ہوتی ہے۔
image_135.png,ہمیں ہر حال میں اللہ کا شکر ادا کرنا چاہیے۔
image_136.png,جدید دور میں ٹیکنالوجی کی اہمیت بہت بڑھ گئی ہے۔
image_137.png,موبا ئل فون کا درست استعمال بہت فائدے مند ہے۔
image_138.png,کمپیوٹر سائنس کی تعلیم آج کے دور کی ضرورت ہے۔
image_139.png,آرٹیفیشل انٹیلیجنس نے زندگی کو بدل دیا ہے۔
image_140.png,انٹرنیٹ معلومات حاصل کرنے کا بڑا ذریعہ ہے۔
image_141.png,سائنس اور ٹیکنالوجی میں پیش رفت ضروری ہے۔
image_142.png,ڈیجیٹل پاکستان کا خواب جلد پورا ہوگا۔
image_143.png,آن لائن تعلیم نے سیکھنے کے عمل کو آسان بنایا ہے۔
image_144.png,سوشل میڈیا کا مثبت استعمال کرنا چاہیے۔
image_145.png,کمپیوٹر پروگرامنگ سیکھنا ایک زبردست مہارت ہے۔
image_146.png,سویٹزرلینڈ کو زمین کا جنت کہا جاتا ہے۔
image_147.png,ہمیں روزانہ صبح جلدی اٹھنے کی عادت ڈالنی چاہیے۔
image_148.png,پانی کو ضائع ہونے سے بچانا ہم سب کی ذمہ داری ہے۔
image_149.png,قدرتی مناظر دل کو سکون اور فرحت بخشتے ہیں۔
image_150.png,سفر کرنے سے انسان کا تجربہ اور علم بڑھتا ہے۔
image_151.png,ہمیں ہر شخص کے ساتھ اخلاق سے بات کرنی چاہیے۔
image_152.png,مطالعہ کرنے سے ذہن کے نئے دریچے کھلتے ہیں۔
image_153.png,زندگی ایک خوبصورت سفر ہے اسے خوش دلی سے جیو۔
image_154.png,ہر دن ایک نیا موقع اور نئی شروعات لے کر آتا ہے۔
image_155.png,ناکامی سے ڈرنے کی بجائے اس سے سبق سیکھنا چاہیے۔
image_156.png,ہمیں اپنی زبان اردو کو فروغ دینا چاہیے۔
image_157.png,علامہ اقبال ہمارے قومی شاعر ہیں۔
image_158.png,قائد اعظم نے پاکستان قائم کرنے کے لیے جدوجہد کی۔
image_159.png,اردو ادب میں بہت سے نامور ادیب گزرے ہیں۔
image_160.png,ہماری قومی زبان اردو بہت شیریں زبان ہے۔
image_161.png,صبح کی سیر صحت کے لیے بہت مفید ہے۔
image_162.png,متوازن غذا کا استعمال انسان کو بیماریاں سے بچاتا ہے۔
image_163.png,رات کو وقت پر سونا صحت مند زندگی کا راز ہے۔
image_164.png,زیادہ سے زیادہ پانی پینا صحت کے لیے اچھا ہے۔
image_165.png,ورزش کرنے سے انسان سست نہیں ہوتا۔
image_166.png,سبزیوں اور پھلوں کا زیادہ استعمال کرنا چاہیے۔
image_167.png,ذہنی سکون کے لیے مثبت سوچنا ضروری ہے۔
image_168.png,ہمیں جنک فوڈ کے زیادہ استعمال سے پرہیز کرنا چاہیے۔
image_169.png,باقاعدگی سے ڈاکٹر سے معائنہ کروانا چاہیے۔
image_170.png,طبی سہولیات ہر انسان کا بنیادی حق ہے۔
image_171.png,تعلیم کا مقصد صرف نوکری حاصل کرنا نہیں ہے۔
image_172.png,ہمیں نوجوانوں کو تربیت فراہم کرنی چاہیے۔
image_173.png,سکول اور کالج علم کے بنیادی مراکز ہیں۔
image_174.png,جدید تحقیق سے نئے حقائق سامنے آتے ہیں۔
image_175.png,امتحانات کی تیاری وقت پر شروع کرنی چاہیے۔
image_176.png,ہر طالبعلم کو اپنے مستقبل کا ہدف طے کرنا چاہیے۔
image_177.png,اساتذہ کی عزت اور احترام کامیابی کا بنیادی زینہ ہے۔
image_178.png,لائبریری میں خاموشی سے مطالعہ کرنا چاہیے۔
image_179.png,عملی مہارتیں نظریاتی علم سے زیادہ اہم ہیں۔
image_180.png,خود اعتمادی ہر کام میں کامیابی کی ضامن ہے۔
image_181.png,ہمیں ماحول کو آلودگی سے پاک بنانا چاہیے۔
image_182.png,جنگلات کی کٹائی سے موسم پر برا اثر پڑتا ہے۔
image_183.png,شمسی توانائی کا استعمال بجلی کے بحران کا حل ہے۔
image_184.png,ہمیں پرندوں اور جانوروں پر رحم کرنا چاہیے۔
image_185.png,گندگی پھیلانے سے بیماریاں جنم لیتی ہیں۔
image_186.png,پلاسٹک کے تھیلوں کا استعمال کم سے کم کریں۔
image_187.png,ہر شخص کو کم از کم ایک پودا ضرور لگانا چاہیے۔
image_188.png,بارش کا پانی زراعت کے لیے بہت مفید ہے۔
image_189.png,سمندر اور ندی نالوں کو صاف رکھنا چاہیے۔
image_190.png,موسمیاتی تبدیلی ایک عالمی اور سنگین مسئلہ ہے۔
image_191.png,پاکستان ایک زرعی ملک ہے اور اس کی زمین زرخیز ہے۔
image_192.png,کسان دن رات محنت کر کے ہمارے لیے اناج اگاتے ہیں۔
image_193.png,صنعت و حرفت کی ترقی سے معیشت مضبوط ہوتی ہے۔
image_194.png,مقامی مصنوعات کو خرید کر ملک کی مدد کریں۔
image_195.png,تجارت اور بزنس معیشت کی ریڑھ کی ہڈی ہیں۔
image_196.png,ہمیں فضول خرچی سے بچنا چاہیے اور بچت کرنی چاہیے۔
image_197.png,صادق اور امین ہونا کاروبار کی کامیابی کا راز ہے۔
image_198.png,سرمایہ کاری سے معاشی سرگرمیاں تیز ہوتی ہیں۔
image_199.png,روزگار کے نئے مواقع پیدا کرنا وقت کی ضرورت ہے۔
image_200.png,محنت کرنے والا اللہ کا دوست ہوتا ہے۔
image_201.png,اسلام امن اور سلامتی کا پیغام دیتا ہے۔
image_202.png,عدل و انصاف سے ہی معاشرہ قائم رہتا ہے۔
image_203.png,ہمیں ایک دوسرے کے حقوق کا احترام کرنا چاہیے۔
image_204.png,اتحاد اور اتفاق میں بہت بڑی طاقت ہے۔
image_205.png,ایمانداری انسان کو ہر میدان میں سرخرو کرتی ہے۔
image_206.png,تعلیم حاصل کرنا ہر مرد اور عورت پر فرض ہے۔
image_207.png,سچائی میں برکت ہے اور جھوٹ کا انجام برا ہوتا ہے۔
image_208.png,ہمیں اپنے ماحول کو صاف ستھرا رکھنا چاہیے۔
image_209.png,محنت کامیابی کی کنجی ہے اور مسلسل جدوجہد ضروری ہے۔
image_210.png,پاکستان ایک خوبصورت اور وسیع ملک ہے۔
image_211.png,کتابیں انسان کی بہترین دوست ہوتی ہیں۔
image_212.png,وقت کی پابندی کامیابی کے لیے بہت ضروری ہے۔
image_213.png,درخت لگانا صدقہ جاریہ ہے اور ماحول دوست ہے۔
image_214.png,والدین کا احترام کرنا ہر بچے پر لازم ہے۔
image_215.png,صحت مند جسم میں ہی صحت مند دماغ ہوتا ہے۔
image_216.png,علم ایک ایسی دولت ہے جو بانٹنے سے بڑھتی ہے۔
image_217.png,ہمیں ہمیشہ دوسروں کی مدد کے لیے تیار رہنا چاہیے۔
image_218.png,استاد کا مقام معاشرے میں بہت بلند ہے۔
image_219.png,کھیل کود سے انسان جسمانی اور ذہنی طور پر فعال رہتا ہے۔
image_220.png,صبر اور برداشت سے ہر مشکل آسان ہو جاتی ہے۔
image_221.png, صفائی نصف ایمان ہے اور صحت کی ضامن ہے۔
image_222.png,قانون کی پاسداری کرنا ہر شہری کی ذمہ داری ہے۔
image_223.png,مشکل وقت میں حوصلہ اور ہمت سے کام لینا چاہیے۔
image_224.png,ہر کام کو وقت پر مکمل کرنا ایک اچھی عادت ہے۔
image_225.png,دوستی ایک انمول اور خوبصورت رشتہ ہے۔
image_226.png,ہمیں اپنے وطن کی ترقی کے لیے کام کرنا چاہیے۔
